RUN	perf.TestSimulation	testsimulation	1676394243974	 	3.0.3
REQUEST	272	buyTicket	/cgi-bin/reservations.pl	1676394975140	1676394978353	OK	 
REQUEST	280	login	/cgi-bin/login.pl	1676394976192	1676394978365	OK	 
GROUP	280	login	1676394972351	1676394978365	6012	OK
REQUEST	274	buyTicket	/cgi-bin/reservations.pl	1676394975186	1676394978383	OK	 
REQUEST	278	buyTicket	/cgi-bin/welcome.pl	1676394976149	1676394978435	OK	 
REQUEST	276	buyTicket	/cgi-bin/reservations.pl	1676394975797	1676394978529	OK	 
USER	mainScenario	287	START	1676394978670	1676394978670
REQUEST	287	open	/webtours/	1676394978670	1676394978698	OK	 
REQUEST	283	login	/cgi-bin/login.pl	1676394975807	1676394978831	OK	 
REQUEST	265	signOff	/cgi-bin/nav.pl	1676394977181	1676394978840	OK	 
REQUEST	265	signOff	/WebTours/home.html	1676394978840	1676394978891	OK	 
GROUP	265	signOff	1676394974927	1676394978891	3964	OK
USER	mainScenario	265	END	1676394947670	1676394978891
REQUEST	277	buyTicket	/cgi-bin/reservations.pl	1676394975949	1676394978895	OK	 
REQUEST	282	login	/cgi-bin/nav.pl	1676394976211	1676394978918	OK	 
REQUEST	268	itinerary	/cgi-bin/nav.pl	1676394976807	1676394979201	OK	 
REQUEST	284	login	/cgi-bin/login.pl	1676394977206	1676394979290	OK	 
REQUEST	266	signOff	/cgi-bin/nav.pl	1676394977239	1676394979523	OK	 
REQUEST	269	itinerary	/cgi-bin/nav.pl	1676394977299	1676394979539	OK	 
REQUEST	266	signOff	/WebTours/home.html	1676394979524	1676394979570	OK	 
GROUP	266	signOff	1676394975826	1676394979570	3742	OK
USER	mainScenario	266	END	1676394949683	1676394979570
REQUEST	273	itinerary	/cgi-bin/welcome.pl	1676394977359	1676394979576	OK	 
REQUEST	267	signOff	/cgi-bin/welcome.pl	1676394977548	1676394979612	OK	 
REQUEST	286	open	/cgi-bin/welcome.pl	1676394977707	1676394979665	OK	 
USER	mainScenario	288	START	1676394979681	1676394979681
REQUEST	288	open	/webtours/	1676394979681	1676394979707	OK	 
REQUEST	285	open	/cgi-bin/nav.pl	1676394977767	1676394979724	OK	 
GROUP	285	open	1676394975670	1676394979724	4054	OK
REQUEST	279	buyTicket	/cgi-bin/nav.pl	1676394978030	1676394979896	OK	 
REQUEST	281	buyTicket	/cgi-bin/welcome.pl	1676394978044	1676394979998	OK	 
REQUEST	280	buyTicket	/cgi-bin/welcome.pl	1676394978365	1676394980421	OK	 
REQUEST	271	itinerary	/cgi-bin/welcome.pl	1676394978308	1676394980431	OK	 
REQUEST	270	buyTicket	/cgi-bin/reservations.pl	1676394977597	1676394980508	OK	 
GROUP	270	buyTicket	1676394966549	1676394980508	13958	OK
REQUEST	278	buyTicket	/cgi-bin/nav.pl	1676394978435	1676394980658	OK	 
REQUEST	287	open	/cgi-bin/welcome.pl	1676394978699	1676394980746	OK	 
REQUEST	283	login	/cgi-bin/nav.pl	1676394978831	1676394980927	OK	 
REQUEST	282	login	/cgi-bin/login.pl	1676394978918	1676394980941	OK	 
GROUP	282	login	1676394975136	1676394980942	5805	OK
REQUEST	275	buyTicket	/cgi-bin/reservations.pl	1676394978193	1676394981014	OK	 
REQUEST	272	buyTicket	/cgi-bin/reservations.pl	1676394978354	1676394981146	OK	 
GROUP	272	buyTicket	1676394970087	1676394981146	11057	OK
REQUEST	274	buyTicket	/cgi-bin/reservations.pl	1676394978383	1676394981189	OK	 
REQUEST	273	itinerary	/cgi-bin/nav.pl	1676394979576	1676394981234	OK	 
REQUEST	276	buyTicket	/cgi-bin/reservations.pl	1676394978529	1676394981272	OK	 
REQUEST	284	login	/cgi-bin/nav.pl	1676394979290	1676394981503	OK	 
REQUEST	286	open	/cgi-bin/nav.pl	1676394979666	1676394981600	OK	 
GROUP	286	open	1676394977681	1676394981600	3918	OK
REQUEST	277	buyTicket	/cgi-bin/reservations.pl	1676394978895	1676394981621	OK	 
USER	mainScenario	289	START	1676394981681	1676394981681
REQUEST	289	open	/webtours/	1676394981681	1676394981819	OK	 
REQUEST	268	itinerary	/cgi-bin/itinerary.pl	1676394979201	1676394981829	OK	 
GROUP	268	itinerary	1676394975418	1676394981830	6411	OK
REQUEST	267	signOff	/cgi-bin/nav.pl	1676394979612	1676394981987	OK	 
REQUEST	288	open	/cgi-bin/welcome.pl	1676394979707	1676394982002	OK	 
REQUEST	267	signOff	/WebTours/home.html	1676394981987	1676394982032	OK	 
GROUP	267	signOff	1676394977548	1676394982032	4484	OK
USER	mainScenario	267	END	1676394950659	1676394982032
REQUEST	269	itinerary	/cgi-bin/itinerary.pl	1676394979539	1676394982181	OK	 
GROUP	269	itinerary	1676394974927	1676394982182	7254	OK
REQUEST	285	login	/cgi-bin/login.pl	1676394979724	1676394982234	OK	 
REQUEST	281	buyTicket	/cgi-bin/nav.pl	1676394979998	1676394982414	OK	 
REQUEST	287	open	/cgi-bin/nav.pl	1676394980746	1676394982610	OK	 
GROUP	287	open	1676394978670	1676394982610	3939	OK
USER	mainScenario	290	START	1676394982672	1676394982672
REQUEST	290	open	/webtours/	1676394982673	1676394982699	OK	 
REQUEST	280	buyTicket	/cgi-bin/nav.pl	1676394980421	1676394982746	OK	 
REQUEST	271	itinerary	/cgi-bin/nav.pl	1676394980431	1676394982826	OK	 
REQUEST	270	itinerary	/cgi-bin/welcome.pl	1676394980508	1676394982837	OK	 
REQUEST	278	buyTicket	/cgi-bin/reservations.pl	1676394980658	1676394982994	OK	 
REQUEST	279	buyTicket	/cgi-bin/reservations.pl	1676394979896	1676394983026	OK	 
REQUEST	283	login	/cgi-bin/login.pl	1676394980928	1676394983082	OK	 
GROUP	283	login	1676394975806	1676394983082	7274	OK
REQUEST	282	buyTicket	/cgi-bin/welcome.pl	1676394980942	1676394983207	OK	 
REQUEST	272	itinerary	/cgi-bin/welcome.pl	1676394981146	1676394983507	OK	 
USER	mainScenario	291	START	1676394983678	1676394983678
REQUEST	273	itinerary	/cgi-bin/itinerary.pl	1676394981235	1676394983814	OK	 
GROUP	273	itinerary	1676394977359	1676394983817	6454	OK
REQUEST	291	open	/webtours/	1676394983678	1676394983816	OK	 
REQUEST	284	login	/cgi-bin/login.pl	1676394981503	1676394983931	OK	 
GROUP	284	login	1676394977206	1676394983931	6725	OK
REQUEST	275	buyTicket	/cgi-bin/reservations.pl	1676394981014	1676394983987	OK	 
REQUEST	286	login	/cgi-bin/login.pl	1676394981600	1676394984036	OK	 
REQUEST	289	open	/cgi-bin/welcome.pl	1676394981819	1676394984112	OK	 
REQUEST	268	signOff	/cgi-bin/welcome.pl	1676394981830	1676394984129	OK	 
REQUEST	288	open	/cgi-bin/nav.pl	1676394982002	1676394984352	OK	 
GROUP	288	open	1676394979681	1676394984352	4671	OK
REQUEST	269	signOff	/cgi-bin/welcome.pl	1676394982182	1676394984378	OK	 
REQUEST	285	login	/cgi-bin/nav.pl	1676394982234	1676394984392	OK	 
REQUEST	274	buyTicket	/cgi-bin/reservations.pl	1676394981190	1676394984467	OK	 
GROUP	274	buyTicket	1676394972293	1676394984467	12173	OK
REQUEST	276	buyTicket	/cgi-bin/reservations.pl	1676394981273	1676394984545	OK	 
USER	mainScenario	292	START	1676394984679	1676394984679
REQUEST	292	open	/webtours/	1676394984679	1676394984705	OK	 
REQUEST	277	buyTicket	/cgi-bin/reservations.pl	1676394981622	1676394984943	OK	 
GROUP	277	buyTicket	1676394973114	1676394984943	11827	OK
REQUEST	287	login	/cgi-bin/login.pl	1676394982610	1676394984994	OK	 
REQUEST	290	open	/cgi-bin/welcome.pl	1676394982699	1676394985112	OK	 
REQUEST	270	itinerary	/cgi-bin/nav.pl	1676394982837	1676394985227	OK	 
REQUEST	271	itinerary	/cgi-bin/itinerary.pl	1676394982827	1676394985356	OK	 
GROUP	271	itinerary	1676394978308	1676394985356	7047	OK
REQUEST	283	buyTicket	/cgi-bin/welcome.pl	1676394983082	1676394985452	OK	 
REQUEST	281	buyTicket	/cgi-bin/reservations.pl	1676394982414	1676394985505	OK	 
REQUEST	282	buyTicket	/cgi-bin/nav.pl	1676394983207	1676394985624	OK	 
REQUEST	280	buyTicket	/cgi-bin/reservations.pl	1676394982746	1676394985825	OK	 
REQUEST	272	itinerary	/cgi-bin/nav.pl	1676394983507	1676394985917	OK	 
REQUEST	278	buyTicket	/cgi-bin/reservations.pl	1676394982994	1676394986040	OK	 
REQUEST	291	open	/cgi-bin/welcome.pl	1676394983817	1676394986079	OK	 
REQUEST	273	signOff	/cgi-bin/welcome.pl	1676394983817	1676394986141	OK	 
REQUEST	279	buyTicket	/cgi-bin/reservations.pl	1676394983026	1676394986168	OK	 
REQUEST	284	buyTicket	/cgi-bin/welcome.pl	1676394983931	1676394986224	OK	 
REQUEST	286	login	/cgi-bin/nav.pl	1676394984037	1676394986342	OK	 
REQUEST	289	open	/cgi-bin/nav.pl	1676394984112	1676394986443	OK	 
GROUP	289	open	1676394981681	1676394986443	4762	OK
REQUEST	268	signOff	/cgi-bin/nav.pl	1676394984129	1676394986470	OK	 
REQUEST	268	signOff	/WebTours/home.html	1676394986470	1676394986505	OK	 
GROUP	268	signOff	1676394981830	1676394986505	4675	OK
USER	mainScenario	268	END	1676394952669	1676394986505
REQUEST	285	login	/cgi-bin/login.pl	1676394984392	1676394986642	OK	 
GROUP	285	login	1676394979724	1676394986642	6918	OK
REQUEST	269	signOff	/cgi-bin/nav.pl	1676394984379	1676394986656	OK	 
REQUEST	288	login	/cgi-bin/login.pl	1676394984352	1676394986672	OK	 
USER	mainScenario	293	START	1676394986677	1676394986677
REQUEST	293	open	/webtours/	1676394986677	1676394986700	OK	 
REQUEST	269	signOff	/WebTours/home.html	1676394986656	1676394986703	OK	 
GROUP	269	signOff	1676394982182	1676394986703	4520	OK
USER	mainScenario	269	END	1676394955669	1676394986703
REQUEST	274	itinerary	/cgi-bin/welcome.pl	1676394984467	1676394986789	OK	 
REQUEST	292	open	/cgi-bin/welcome.pl	1676394984705	1676394986989	OK	 
REQUEST	277	itinerary	/cgi-bin/welcome.pl	1676394984943	1676394987086	OK	 
REQUEST	275	buyTicket	/cgi-bin/reservations.pl	1676394983987	1676394987135	OK	 
GROUP	275	buyTicket	1676394971477	1676394987135	15658	OK
REQUEST	287	login	/cgi-bin/nav.pl	1676394984994	1676394987183	OK	 
REQUEST	290	open	/cgi-bin/nav.pl	1676394985112	1676394987292	OK	 
GROUP	290	open	1676394982673	1676394987292	4619	OK
REQUEST	271	signOff	/cgi-bin/welcome.pl	1676394985356	1676394987488	OK	 
REQUEST	270	itinerary	/cgi-bin/itinerary.pl	1676394985227	1676394987634	OK	 
GROUP	270	itinerary	1676394980508	1676394987635	7126	OK
REQUEST	276	buyTicket	/cgi-bin/reservations.pl	1676394984545	1676394987658	OK	 
GROUP	276	buyTicket	1676394973111	1676394987658	14544	OK
USER	mainScenario	294	START	1676394987679	1676394987679
REQUEST	294	open	/webtours/	1676394987679	1676394987712	OK	 
REQUEST	283	buyTicket	/cgi-bin/nav.pl	1676394985452	1676394987805	OK	 
REQUEST	272	itinerary	/cgi-bin/itinerary.pl	1676394985917	1676394988518	OK	 
GROUP	272	itinerary	1676394981146	1676394988520	7372	OK
REQUEST	291	open	/cgi-bin/nav.pl	1676394986080	1676394988522	OK	 
GROUP	291	open	1676394983678	1676394988522	4842	OK
REQUEST	273	signOff	/cgi-bin/nav.pl	1676394986141	1676394988613	OK	 
REQUEST	281	buyTicket	/cgi-bin/reservations.pl	1676394985505	1676394988652	OK	 
REQUEST	273	signOff	/WebTours/home.html	1676394988613	1676394988662	OK	 
GROUP	273	signOff	1676394983817	1676394988662	4845	OK
USER	mainScenario	273	END	1676394961681	1676394988662
USER	mainScenario	295	START	1676394988682	1676394988682
REQUEST	284	buyTicket	/cgi-bin/nav.pl	1676394986225	1676394988703	OK	 
REQUEST	295	open	/webtours/	1676394988682	1676394988730	OK	 
REQUEST	282	buyTicket	/cgi-bin/reservations.pl	1676394985624	1676394988782	OK	 
REQUEST	286	login	/cgi-bin/login.pl	1676394986342	1676394988837	OK	 
GROUP	286	login	1676394981600	1676394988838	7236	OK
REQUEST	289	login	/cgi-bin/login.pl	1676394986443	1676394988929	OK	 
REQUEST	280	buyTicket	/cgi-bin/reservations.pl	1676394985825	1676394988961	OK	 
REQUEST	285	buyTicket	/cgi-bin/welcome.pl	1676394986643	1676394989144	OK	 
REQUEST	288	login	/cgi-bin/nav.pl	1676394986673	1676394989167	OK	 
REQUEST	293	open	/cgi-bin/welcome.pl	1676394986700	1676394989181	OK	 
REQUEST	282	buyTicket	/cgi-bin/reservations.pl	1676394988782	1676394989318	OK	 
REQUEST	274	itinerary	/cgi-bin/nav.pl	1676394986789	1676394989432	OK	 
REQUEST	275	itinerary	/cgi-bin/welcome.pl	1676394987135	1676394989440	OK	 
REQUEST	285	buyTicket	/cgi-bin/nav.pl	1676394989144	1676394989461	OK	 
REQUEST	293	open	/cgi-bin/nav.pl	1676394989181	1676394989472	OK	 
GROUP	293	open	1676394986677	1676394989472	2795	OK
REQUEST	289	login	/cgi-bin/nav.pl	1676394988929	1676394990049	OK	 
REQUEST	284	buyTicket	/cgi-bin/reservations.pl	1676394988703	1676394990053	OK	 
REQUEST	286	buyTicket	/cgi-bin/welcome.pl	1676394988838	1676394990084	OK	 
REQUEST	282	buyTicket	/cgi-bin/reservations.pl	1676394989318	1676394990177	OK	 
REQUEST	275	itinerary	/cgi-bin/nav.pl	1676394989440	1676394990405	OK	 
USER	mainScenario	296	START	1676394990671	1676394990671
REQUEST	296	open	/webtours/	1676394990671	1676394990700	OK	 
REQUEST	283	buyTicket	/cgi-bin/reservations.pl	1676394987805	1676394990745	OK	 
REQUEST	290	login	/cgi-bin/login.pl	1676394987292	1676394990791	OK	 
REQUEST	293	login	/cgi-bin/login.pl	1676394989472	1676394990791	OK	 
REQUEST	279	buyTicket	/cgi-bin/reservations.pl	1676394986168	1676394990792	OK	 
REQUEST	278	buyTicket	/cgi-bin/reservations.pl	1676394986040	1676394990795	OK	 
REQUEST	272	signOff	/cgi-bin/welcome.pl	1676394988520	1676394990800	OK	 
REQUEST	287	login	/cgi-bin/login.pl	1676394987183	1676394990800	OK	 
GROUP	287	login	1676394982610	1676394990800	8190	OK
REQUEST	284	buyTicket	/cgi-bin/reservations.pl	1676394990053	1676394990964	OK	 
REQUEST	276	itinerary	/cgi-bin/welcome.pl	1676394987658	1676394990993	OK	 
REQUEST	286	buyTicket	/cgi-bin/nav.pl	1676394990084	1676394990993	OK	 
REQUEST	295	open	/cgi-bin/welcome.pl	1676394988730	1676394990993	OK	 
REQUEST	270	signOff	/cgi-bin/welcome.pl	1676394987635	1676394990993	OK	 
REQUEST	280	buyTicket	/cgi-bin/reservations.pl	1676394988961	1676394990993	OK	 
REQUEST	271	signOff	/cgi-bin/nav.pl	1676394987488	1676394990994	OK	 
REQUEST	277	itinerary	/cgi-bin/nav.pl	1676394987086	1676394990994	OK	 
REQUEST	281	buyTicket	/cgi-bin/reservations.pl	1676394988652	1676394990994	OK	 
REQUEST	291	login	/cgi-bin/login.pl	1676394988522	1676394990994	OK	 
REQUEST	294	open	/cgi-bin/welcome.pl	1676394987713	1676394990994	OK	 
REQUEST	289	login	/cgi-bin/login.pl	1676394990050	1676394990994	OK	 
GROUP	289	login	1676394986443	1676394990994	4550	OK
REQUEST	288	login	/cgi-bin/login.pl	1676394989168	1676394990995	OK	 
GROUP	288	login	1676394984352	1676394990995	6641	OK
REQUEST	282	buyTicket	/cgi-bin/reservations.pl	1676394990177	1676394990995	OK	 
GROUP	282	buyTicket	1676394980942	1676394990995	10053	OK
REQUEST	274	itinerary	/cgi-bin/itinerary.pl	1676394989432	1676394990995	OK	 
GROUP	274	itinerary	1676394984467	1676394990996	6528	OK
REQUEST	292	open	/cgi-bin/nav.pl	1676394986989	1676394990996	OK	 
GROUP	292	open	1676394984679	1676394990996	6317	OK
REQUEST	271	signOff	/WebTours/home.html	1676394990994	1676394991042	OK	 
GROUP	271	signOff	1676394985356	1676394991042	5686	OK
USER	mainScenario	271	END	1676394958670	1676394991043
REQUEST	285	buyTicket	/cgi-bin/reservations.pl	1676394989461	1676394991090	OK	 
REQUEST	287	buyTicket	/cgi-bin/welcome.pl	1676394990800	1676394991302	OK	 
REQUEST	275	itinerary	/cgi-bin/itinerary.pl	1676394990405	1676394991361	OK	 
GROUP	275	itinerary	1676394987135	1676394991363	4226	OK
USER	mainScenario	297	START	1676394991669	1676394991669
REQUEST	279	buyTicket	/cgi-bin/reservations.pl	1676394990792	1676394991721	OK	 
GROUP	279	buyTicket	1676394976959	1676394991722	14762	OK
REQUEST	297	open	/webtours/	1676394991670	1676394991725	OK	 
REQUEST	295	open	/cgi-bin/nav.pl	1676394990994	1676394992070	OK	 
GROUP	295	open	1676394988682	1676394992070	3387	OK
REQUEST	274	signOff	/cgi-bin/welcome.pl	1676394990996	1676394992074	OK	 
REQUEST	276	itinerary	/cgi-bin/nav.pl	1676394990994	1676394992075	OK	 
REQUEST	281	buyTicket	/cgi-bin/reservations.pl	1676394990994	1676394992075	OK	 
GROUP	281	buyTicket	1676394978044	1676394992075	14031	OK
REQUEST	290	login	/cgi-bin/nav.pl	1676394990791	1676394992102	OK	 
REQUEST	286	buyTicket	/cgi-bin/reservations.pl	1676394990994	1676394992102	OK	 
REQUEST	292	login	/cgi-bin/login.pl	1676394990996	1676394992104	OK	 
REQUEST	294	open	/cgi-bin/nav.pl	1676394990994	1676394992104	OK	 
GROUP	294	open	1676394987679	1676394992104	4424	OK
REQUEST	270	signOff	/cgi-bin/nav.pl	1676394990994	1676394992113	OK	 
REQUEST	289	buyTicket	/cgi-bin/welcome.pl	1676394990995	1676394992115	OK	 
REQUEST	270	signOff	/WebTours/home.html	1676394992113	1676394992154	OK	 
GROUP	270	signOff	1676394987635	1676394992154	4518	OK
USER	mainScenario	270	END	1676394956680	1676394992154
REQUEST	282	itinerary	/cgi-bin/welcome.pl	1676394990995	1676394992225	OK	 
REQUEST	285	buyTicket	/cgi-bin/reservations.pl	1676394991090	1676394992317	OK	 
REQUEST	277	itinerary	/cgi-bin/itinerary.pl	1676394990994	1676394992315	OK	 
GROUP	277	itinerary	1676394984943	1676394992318	7372	OK
USER	mainScenario	298	START	1676394992669	1676394992669
REQUEST	298	open	/webtours/	1676394992669	1676394992707	OK	 
REQUEST	293	login	/cgi-bin/nav.pl	1676394990791	1676394992823	OK	 
REQUEST	278	buyTicket	/cgi-bin/reservations.pl	1676394990795	1676394992823	OK	 
GROUP	278	buyTicket	1676394976149	1676394992823	16674	OK
REQUEST	280	buyTicket	/cgi-bin/reservations.pl	1676394990994	1676394992823	OK	 
GROUP	280	buyTicket	1676394978365	1676394992823	14457	OK
REQUEST	272	signOff	/cgi-bin/nav.pl	1676394990800	1676394992823	OK	 
REQUEST	291	login	/cgi-bin/nav.pl	1676394990994	1676394992823	OK	 
REQUEST	296	open	/cgi-bin/welcome.pl	1676394990700	1676394992823	OK	 
REQUEST	283	buyTicket	/cgi-bin/reservations.pl	1676394990746	1676394992823	OK	 
REQUEST	284	buyTicket	/cgi-bin/reservations.pl	1676394990964	1676394992826	OK	 
REQUEST	288	buyTicket	/cgi-bin/welcome.pl	1676394990995	1676394992827	OK	 
REQUEST	275	signOff	/cgi-bin/welcome.pl	1676394991363	1676394992833	OK	 
REQUEST	297	open	/cgi-bin/welcome.pl	1676394991725	1676394992836	OK	 
REQUEST	287	buyTicket	/cgi-bin/nav.pl	1676394991302	1676394992838	OK	 
REQUEST	295	login	/cgi-bin/login.pl	1676394992070	1676394992849	OK	 
REQUEST	292	login	/cgi-bin/nav.pl	1676394992104	1676394992852	OK	 
REQUEST	290	login	/cgi-bin/login.pl	1676394992103	1676394992864	OK	 
GROUP	290	login	1676394987292	1676394992864	5571	OK
REQUEST	272	signOff	/WebTours/home.html	1676394992823	1676394992871	OK	 
GROUP	272	signOff	1676394988520	1676394992871	4351	OK
USER	mainScenario	272	END	1676394959682	1676394992871
REQUEST	289	buyTicket	/cgi-bin/nav.pl	1676394992115	1676394992880	OK	 
REQUEST	279	itinerary	/cgi-bin/welcome.pl	1676394991722	1676394992908	OK	 
REQUEST	277	signOff	/cgi-bin/welcome.pl	1676394992318	1676394992982	OK	 
REQUEST	285	buyTicket	/cgi-bin/reservations.pl	1676394992317	1676394993056	OK	 
REQUEST	294	login	/cgi-bin/login.pl	1676394992104	1676394993235	OK	 
REQUEST	281	itinerary	/cgi-bin/welcome.pl	1676394992075	1676394993252	OK	 
REQUEST	276	itinerary	/cgi-bin/itinerary.pl	1676394992075	1676394993572	OK	 
GROUP	276	itinerary	1676394987658	1676394993573	5913	OK
REQUEST	282	itinerary	/cgi-bin/nav.pl	1676394992225	1676394993688	OK	 
REQUEST	274	signOff	/cgi-bin/nav.pl	1676394992074	1676394993822	OK	 
REQUEST	274	signOff	/WebTours/home.html	1676394993823	1676394993850	OK	 
GROUP	274	signOff	1676394990996	1676394993850	2853	OK
USER	mainScenario	274	END	1676394962671	1676394993850
REQUEST	286	buyTicket	/cgi-bin/reservations.pl	1676394992103	1676394993871	OK	 
REQUEST	298	open	/cgi-bin/welcome.pl	1676394992707	1676394994411	OK	 
REQUEST	296	open	/cgi-bin/nav.pl	1676394992823	1676394994600	OK	 
GROUP	296	open	1676394990671	1676394994601	3929	OK
REQUEST	280	itinerary	/cgi-bin/welcome.pl	1676394992823	1676394994628	OK	 
REQUEST	288	buyTicket	/cgi-bin/nav.pl	1676394992827	1676394994662	OK	 
USER	mainScenario	299	START	1676394994679	1676394994679
REQUEST	292	login	/cgi-bin/login.pl	1676394992852	1676394994690	OK	 
GROUP	292	login	1676394990996	1676394994690	3694	OK
REQUEST	275	signOff	/cgi-bin/nav.pl	1676394992833	1676394994690	OK	 
REQUEST	299	open	/webtours/	1676394994679	1676394994709	OK	 
REQUEST	293	login	/cgi-bin/login.pl	1676394992823	1676394994735	OK	 
GROUP	293	login	1676394989472	1676394994735	5263	OK
REQUEST	275	signOff	/WebTours/home.html	1676394994690	1676394994738	OK	 
GROUP	275	signOff	1676394991363	1676394994739	3375	OK
USER	mainScenario	275	END	1676394963670	1676394994739
REQUEST	291	login	/cgi-bin/login.pl	1676394992823	1676394994770	OK	 
GROUP	291	login	1676394988522	1676394994770	6248	OK
REQUEST	297	open	/cgi-bin/nav.pl	1676394992836	1676394994777	OK	 
GROUP	297	open	1676394991670	1676394994778	3107	OK
REQUEST	279	itinerary	/cgi-bin/nav.pl	1676394992908	1676394994788	OK	 
REQUEST	295	login	/cgi-bin/nav.pl	1676394992849	1676394994802	OK	 
REQUEST	278	itinerary	/cgi-bin/welcome.pl	1676394992823	1676394994820	OK	 
REQUEST	277	signOff	/cgi-bin/nav.pl	1676394992982	1676394994948	OK	 
REQUEST	277	signOff	/WebTours/home.html	1676394994948	1676394994994	OK	 
GROUP	277	signOff	1676394992318	1676394994994	2676	OK
USER	mainScenario	277	END	1676394965670	1676394994995
REQUEST	290	buyTicket	/cgi-bin/welcome.pl	1676394992864	1676394995251	OK	 
REQUEST	281	itinerary	/cgi-bin/nav.pl	1676394993252	1676394995431	OK	 
REQUEST	294	login	/cgi-bin/nav.pl	1676394993236	1676394995442	OK	 
REQUEST	283	buyTicket	/cgi-bin/reservations.pl	1676394992824	1676394995640	OK	 
USER	mainScenario	300	START	1676394995679	1676394995679
REQUEST	289	buyTicket	/cgi-bin/reservations.pl	1676394992880	1676394995691	OK	 
REQUEST	300	open	/webtours/	1676394995679	1676394995708	OK	 
REQUEST	287	buyTicket	/cgi-bin/reservations.pl	1676394992839	1676394995728	OK	 
REQUEST	284	buyTicket	/cgi-bin/reservations.pl	1676394992827	1676394995730	OK	 
GROUP	284	buyTicket	1676394983931	1676394995730	11797	OK
REQUEST	276	signOff	/cgi-bin/welcome.pl	1676394993573	1676394995918	OK	 
REQUEST	285	buyTicket	/cgi-bin/reservations.pl	1676394993056	1676394995947	OK	 
GROUP	285	buyTicket	1676394986642	1676394995947	9304	OK
REQUEST	282	itinerary	/cgi-bin/itinerary.pl	1676394993688	1676394996252	OK	 
GROUP	282	itinerary	1676394990995	1676394996254	5257	OK
USER	mainScenario	301	START	1676394996678	1676394996678
REQUEST	301	open	/webtours/	1676394996678	1676394996714	OK	 
REQUEST	298	open	/cgi-bin/nav.pl	1676394994411	1676394996741	OK	 
GROUP	298	open	1676394992669	1676394996741	4072	OK
REQUEST	299	open	/cgi-bin/welcome.pl	1676394994709	1676394996837	OK	 
REQUEST	296	login	/cgi-bin/login.pl	1676394994601	1676394996851	OK	 
REQUEST	297	login	/cgi-bin/login.pl	1676394994778	1676394996869	OK	 
REQUEST	280	itinerary	/cgi-bin/nav.pl	1676394994629	1676394996893	OK	 
REQUEST	292	buyTicket	/cgi-bin/welcome.pl	1676394994690	1676394996909	OK	 
REQUEST	293	buyTicket	/cgi-bin/welcome.pl	1676394994735	1676394996931	OK	 
REQUEST	295	login	/cgi-bin/login.pl	1676394994803	1676394996989	OK	 
GROUP	295	login	1676394992070	1676394996989	4918	OK
REQUEST	278	itinerary	/cgi-bin/nav.pl	1676394994820	1676394997048	OK	 
REQUEST	286	buyTicket	/cgi-bin/reservations.pl	1676394993871	1676394997088	OK	 
REQUEST	279	itinerary	/cgi-bin/itinerary.pl	1676394994788	1676394997251	OK	 
GROUP	279	itinerary	1676394991722	1676394997252	5529	OK
REQUEST	291	buyTicket	/cgi-bin/welcome.pl	1676394994770	1676394997297	OK	 
REQUEST	290	buyTicket	/cgi-bin/nav.pl	1676394995252	1676394997588	OK	 
REQUEST	294	login	/cgi-bin/login.pl	1676394995443	1676394997772	OK	 
GROUP	294	login	1676394992104	1676394997773	5666	OK
REQUEST	288	buyTicket	/cgi-bin/reservations.pl	1676394994663	1676394997864	OK	 
REQUEST	300	open	/cgi-bin/welcome.pl	1676394995708	1676394997922	OK	 
REQUEST	284	itinerary	/cgi-bin/welcome.pl	1676394995730	1676394997951	OK	 
REQUEST	281	itinerary	/cgi-bin/itinerary.pl	1676394995431	1676394998123	OK	 
GROUP	281	itinerary	1676394992075	1676394998123	6048	OK
REQUEST	276	signOff	/cgi-bin/nav.pl	1676394995918	1676394998240	OK	 
REQUEST	285	itinerary	/cgi-bin/welcome.pl	1676394995947	1676394998256	OK	 
REQUEST	276	signOff	/WebTours/home.html	1676394998241	1676394998289	OK	 
GROUP	276	signOff	1676394993573	1676394998289	4715	OK
USER	mainScenario	276	END	1676394964681	1676394998289
REQUEST	282	signOff	/cgi-bin/welcome.pl	1676394996254	1676394998454	OK	 
REQUEST	283	buyTicket	/cgi-bin/reservations.pl	1676394995640	1676394998562	OK	 
GROUP	283	buyTicket	1676394983082	1676394998563	15478	OK
REQUEST	289	buyTicket	/cgi-bin/reservations.pl	1676394995692	1676394998605	OK	 
REQUEST	287	buyTicket	/cgi-bin/reservations.pl	1676394995728	1676394998621	OK	 
USER	mainScenario	302	START	1676394998671	1676394998671
REQUEST	302	open	/webtours/	1676394998671	1676394998695	OK	 
REQUEST	296	login	/cgi-bin/nav.pl	1676394996851	1676394998932	OK	 
REQUEST	279	signOff	/cgi-bin/welcome.pl	1676394997253	1676394998950	OK	 
REQUEST	300	open	/cgi-bin/nav.pl	1676394997922	1676394998956	OK	 
GROUP	300	open	1676394995679	1676394998957	3277	OK
REQUEST	282	signOff	/cgi-bin/nav.pl	1676394998455	1676394998988	OK	 
REQUEST	284	itinerary	/cgi-bin/nav.pl	1676394997951	1676394999026	OK	 
REQUEST	282	signOff	/WebTours/home.html	1676394998989	1676394999037	OK	 
GROUP	282	signOff	1676394996254	1676394999037	2781	OK
USER	mainScenario	282	END	1676394971669	1676394999037
